codigo_municipio,nome_municipio,sigla_uf,regiao,area_km2
241310,Senador Elói de Souza,RN,Nordeste,143.574
241320,Senador Georgino Avelino,RN,Nordeste,26.1
241330,Serra de São Bento,RN,Nordeste,96.585
241335,Serra do Mel,RN,Nordeste,620.241
241340,Serra Negra do Norte,RN,Nordeste,562.396
241350,Serrinha,RN,Nordeste,193.351
241355,Serrinha dos Pintos,RN,Nordeste,122.375
241360,Severiano Melo,RN,Nordeste,157.85
241370,Sítio Novo,RN,Nordeste,213.456
241380,Taboleiro Grande,RN,Nordeste,124.093
241390,Taipu,RN,Nordeste,352.818
241400,Tangará,RN,Nordeste,339.484
241410,Tenente Ananias,RN,Nordeste,223.671
241415,Tenente Laurentino Cruz,RN,Nordeste,68.556
241420,Tibau do Sul,RN,Nordeste,102.68
241430,Timbaúba dos Batistas,RN,Nordeste,135.456
241440,Touros,RN,Nordeste,753.961
241445,Triunfo Potiguar,RN,Nordeste,268.725
241450,Umarizal,RN,Nordeste,249.61
241460,Upanema,RN,Nordeste,873.14
241470,Várzea,RN,Nordeste,72.684
241475,Venha-Ver,RN,Nordeste,71.621
241480,Vera Cruz,RN,Nordeste,84.127
241490,Viçosa,RN,Nordeste,37.905
241500,Vila Flor,RN,Nordeste,47.656
250010,Água Branca,PB,Nordeste,241.662
250020,Aguiar,PB,Nordeste,351.607
250030,Alagoa Grande,PB,Nordeste,322.071
250040,Alagoa Nova,PB,Nordeste,128.23
250050,Alagoinha,PB,Nordeste,111.361
250053,Alcantil,PB,Nordeste,309.896
250057,Algodão de Jandaíra,PB,Nordeste,222.74
250060,Alhandra,PB,Nordeste,183.974
250070,São João do Rio do Peixe,PB,Nordeste,476.237
250073,Amparo,PB,Nordeste,122.094
250077,Aparecida,PB,Nordeste,291.478
250080,Araçagi,PB,Nordeste,232.177
250090,Arara,PB,Nordeste,91.306
250100,Araruna,PB,Nordeste,246.717
250110,Areia,PB,Nordeste,269.13
250115,Areia de Baraúnas,PB,Nordeste,114.078
250120,Areial,PB,Nordeste,35.81
250130,Aroeiras,PB,Nordeste,376.118
250135,Assunção,PB,Nordeste,132.139
250140,Baía da Traição,PB,Nordeste,102.756
250150,Bananeiras,PB,Nordeste,255.641
250153,Baraúna,PB,Nordeste,50.03
250157,Barra de Santana,PB,Nordeste,375.177
250160,Barra de Santa Rosa,PB,Nordeste,781.187
250170,Barra de São Miguel,PB,Nordeste,609.695
250180,Bayeux,PB,Nordeste,27.705
250190,Belém,PB,Nordeste,99.609
250200,Belém do Brejo do Cruz,PB,Nordeste,601.549
250205,Bernardino Batista,PB,Nordeste,57.453
250210,Boa Ventura,PB,Nordeste,168.664
250215,Boa Vista,PB,Nordeste,468.933
250220,Bom Jesus,PB,Nordeste,47.367
250230,Bom Sucesso,PB,Nordeste,186.059
250240,Bonito de Santa Fé,PB,Nordeste,226.798
250250,Boqueirão,PB,Nordeste,373.077
250260,Igaracy,PB,Nordeste,197.058
250270,Borborema,PB,Nordeste,26.107
250280,Brejo do Cruz,PB,Nordeste,401.315
250290,Brejo dos Santos,PB,Nordeste,93.857
250300,Caaporã,PB,Nordeste,151.018
250310,Cabaceiras,PB,Nordeste,469.171
250320,Cabedelo,PB,Nordeste,29.873
250330,Cachoeira dos Índios,PB,Nordeste,193.215
250340,Cacimba de Areia,PB,Nordeste,213.019
250350,Cacimba de Dentro,PB,Nordeste,165.072
250355,Cacimbas,PB,Nordeste,124.068
250360,Caiçara,PB,Nordeste,123.677
250370,Cajazeiras,PB,Nordeste,562.703
250375,Cajazeirinhas,PB,Nordeste,282.693
250380,Caldas Brandão,PB,Nordeste,55.963
250390,Camalaú,PB,Nordeste,541.841
250400,Campina Grande,PB,Nordeste,591.656
250403,Capim,PB,Nordeste,79.876
250407,Caraúbas,PB,Nordeste,486.623
250410,Carrapateira,PB,Nordeste,59.07
250415,Casserengue,PB,Nordeste,202.761
250420,Catingueira,PB,Nordeste,527.424
250430,Catolé do Rocha,PB,Nordeste,551.765
250435,Caturité,PB,Nordeste,117.825
250440,Conceição,PB,Nordeste,580.65
250450,Condado,PB,Nordeste,265.473
250460,Conde,PB,Nordeste,171.267
250470,Congo,PB,Nordeste,324.686
250480,Coremas,PB,Nordeste,372.012
250485,Coxixola,PB,Nordeste,173.942
250490,Cruz do Espírito Santo,PB,Nordeste,192.512
250500,Cubati,PB,Nordeste,163.57
250510,Cuité,PB,Nordeste,733.818
250520,Cuitegi,PB,Nordeste,42.091
250523,Cuité de Mamanguape,PB,Nordeste,107.68
250527,Curral de Cima,PB,Nordeste,86.428
250530,Curral Velho,PB,Nordeste,217.624
250535,Damião,PB,Nordeste,186.198
250540,Desterro,PB,Nordeste,182.018
250550,Vista Serrana,PB,Nordeste,60.39
250560,Diamante,PB,Nordeste,271.791
250570,Dona Inês,PB,Nordeste,173.648
250580,Duas Estradas,PB,Nordeste,27.012
250590,Emas,PB,Nordeste,248.226
250600,Esperança,PB,Nordeste,157.851
250610,Fagundes,PB,Nordeste,185.061
250620,Frei Martinho,PB,Nordeste,238.658
250625,Gado Bravo,PB,Nordeste,192.42
250630,Guarabira,PB,Nordeste,162.387
250640,Gurinhém,PB,Nordeste,340.408
250650,Gurjão,PB,Nordeste,344.502
250660,Ibiara,PB,Nordeste,240.357
250670,Imaculada,PB,Nordeste,317.804
250680,Ingá,PB,Nordeste,262.179
250690,Itabaiana,PB,Nordeste,210.572
250700,Itaporanga,PB,Nordeste,460.21
250710,Itapororoca,PB,Nordeste,145.807
250720,Itatuba,PB,Nordeste,251.75
250730,Jacaraú,PB,Nordeste,256.845
250740,Jericó,PB,Nordeste,177.356
250750,João Pessoa,PB,Nordeste,210.044
250760,Juarez Távora,PB,Nordeste,75.678
250770,Juazeirinho,PB,Nordeste,474.606
250780,Junco do Seridó,PB,Nordeste,180.425
250790,Juripiranga,PB,Nordeste,78.706
250800,Juru,PB,Nordeste,395.075
250810,Lagoa,PB,Nordeste,176.649
250820,Lagoa de Dentro,PB,Nordeste,83.508
250830,Lagoa Seca,PB,Nordeste,108.219
250840,Lastro,PB,Nordeste,107.416
250850,Livramento,PB,Nordeste,266.948
250855,Logradouro,PB,Nordeste,42.876
250860,Lucena,PB,Nordeste,93.8
250870,Mãe d'Água,PB,Nordeste,228.676
250880,Malta,PB,Nordeste,172.01
250890,Mamanguape,PB,Nordeste,337.434
250900,Manaíra,PB,Nordeste,352.025
250905,Marcação,PB,Nordeste,122.665
250910,Mari,PB,Nordeste,155.265
250915,Marizópolis,PB,Nordeste,69.952
250920,Massaranduba,PB,Nordeste,209.402
250930,Mataraca,PB,Nordeste,182.439
250933,Matinhas,PB,Nordeste,36.522
250937,Mato Grosso,PB,Nordeste,85.275
250939,Maturéia,PB,Nordeste,83.053
250940,Mogeiro,PB,Nordeste,214.093
250950,Montadas,PB,Nordeste,31.793
250960,Monte Horebe,PB,Nordeste,116.854
250970,Monteiro,PB,Nordeste,992.62
250980,Mulungu,PB,Nordeste,187.259
250990,Natuba,PB,Nordeste,202.173
251000,Nazarezinho,PB,Nordeste,193.203
251010,Nova Floresta,PB,Nordeste,47.572
251020,Nova Olinda,PB,Nordeste,81.516
251030,Nova Palmeira,PB,Nordeste,314.748
251040,Olho d'Água,PB,Nordeste,580.47
251050,Olivedos,PB,Nordeste,314.625
251060,Ouro Velho,PB,Nordeste,128.11
251065,Parari,PB,Nordeste,207.814
251070,Passagem,PB,Nordeste,123.422
251080,Patos,PB,Nordeste,472.892
251090,Paulista,PB,Nordeste,577.379
251100,Pedra Branca,PB,Nordeste,116.873
251110,Pedra Lavrada,PB,Nordeste,335.615
251120,Pedras de Fogo,PB,Nordeste,406.729
251130,Piancó,PB,Nordeste,576.986
251140,Picuí,PB,Nordeste,667.714
251150,Pilar,PB,Nordeste,103.306
251160,Pilões,PB,Nordeste,65.574
251170,Pilõezinhos,PB,Nordeste,40.908
251180,Pirpirituba,PB,Nordeste,80.672
251190,Pitimbu,PB,Nordeste,135.801
251200,Pocinhos,PB,Nordeste,623.967
251203,Poço Dantas,PB,Nordeste,97.758
251207,Poço de José de Moura,PB,Nordeste,94.646
251210,Pombal,PB,Nordeste,894.098
251220,Prata,PB,Nordeste,201.788
251230,Princesa Isabel,PB,Nordeste,368.569
251240,Puxinanã,PB,Nordeste,71.118
251250,Queimadas,PB,Nordeste,402.748
251260,Quixaba,PB,Nordeste,147.158
251270,Remígio,PB,Nordeste,183.459
251272,Pedro Régis,PB,Nordeste,74.216
251274,Riachão,PB,Nordeste,85.291
251275,Riachão do Bacamarte,PB,Nordeste,40.281
251276,Riachão do Poço,PB,Nordeste,40.46
251278,Riacho de Santo Antônio,PB,Nordeste,93.654
251280,Riacho dos Cavalos,PB,Nordeste,262.532
251290,Rio Tinto,PB,Nordeste,465.24
251300,Salgadinho,PB,Nordeste,179.005
251310,Salgado de São Félix,PB,Nordeste,204.079
251315,Santa Cecília,PB,Nordeste,217.577
251320,Santa Cruz,PB,Nordeste,217.677
251330,Santa Helena,PB,Nordeste,211.143
251335,Santa Inês,PB,Nordeste,327.635
251340,Santa Luzia,PB,Nordeste,440.766
251350,Santana de Mangueira,PB,Nordeste,405.164
251360,Santana dos Garrotes,PB,Nordeste,361.484
251365,Joca Claudino,PB,Nordeste,71.799
251370,Santa Rita,PB,Nordeste,718.576
251380,Santa Teresinha,PB,Nordeste,359.442
251385,Santo André,PB,Nordeste,197.791
251390,São Bento,PB,Nordeste,245.84
251392,São Bentinho,PB,Nordeste,199.635
251394,São Domingos do Cariri,PB,Nordeste,233.835
251396,São Domingos,PB,Nordeste,170.361
251398,São Francisco,PB,Nordeste,90.724
251400,São João do Cariri,PB,Nordeste,612.963
251410,São João do Tigre,PB,Nordeste,812.617
251420,São José da Lagoa Tapada,PB,Nordeste,333.724
251430,São José de Caiana,PB,Nordeste,183.273
251440,São José de Espinharas,PB,Nordeste,726.757
251445,São José dos Ramos,PB,Nordeste,100.642
251450,São José de Piranhas,PB,Nordeste,686.918
251455,São José de Princesa,PB,Nordeste,158.052
251460,São José do Bonfim,PB,Nordeste,153.629
251465,São José do Brejo do Cruz,PB,Nordeste,253.787
251470,São José do Sabugi,PB,Nordeste,213.555
251480,São José dos Cordeiros,PB,Nordeste,376.661
251490,São Mamede,PB,Nordeste,533.446
251500,São Miguel de Taipu,PB,Nordeste,92.413
251510,São Sebastião de Lagoa de Roça,PB,Nordeste,46.372
251520,São Sebastião do Umbuzeiro,PB,Nordeste,464.327
251530,Sapé,PB,Nordeste,313.678
251540,São Vicente do Seridó,PB,Nordeste,262.751
251550,Serra Branca,PB,Nordeste,698.105
251560,Serra da Raiz,PB,Nordeste,31.679
251570,Serra Grande,PB,Nordeste,64.352
251580,Serra Redonda,PB,Nordeste,55.197
251590,Serraria,PB,Nordeste,65.062
251593,Sertãozinho,PB,Nordeste,32.455
251597,Sobrado,PB,Nordeste,61.953
251600,Solânea,PB,Nordeste,233.043
251610,Soledade,PB,Nordeste,578.178
251615,Sossêgo,PB,Nordeste,147.264
251620,Sousa,PB,Nordeste,728.492
251630,Sumé,PB,Nordeste,833.315
251640,Tacima,PB,Nordeste,245.237
251650,Taperoá,PB,Nordeste,628.365
251660,Tavares,PB,Nordeste,239.507
251670,Teixeira,PB,Nordeste,155.452
251675,Tenório,PB,Nordeste,87.452
251680,Triunfo,PB,Nordeste,224.336
251690,Uiraúna,PB,Nordeste,293.182
251700,Umbuzeiro,PB,Nordeste,185.578
251710,Várzea,PB,Nordeste,191.282
251720,Vieirópolis,PB,Nordeste,147.098
251740,Zabelê,PB,Nordeste,106.811
260005,Abreu e Lima,PE,Nordeste,126.384
260010,Afogados da Ingazeira,PE,Nordeste,378.031
260020,Afrânio,PE,Nordeste,1491.572
260030,Agrestina,PE,Nordeste,200.369
260040,Água Preta,PE,Nordeste,531.936
260050,Águas Belas,PE,Nordeste,885.987
260060,Alagoinha,PE,Nordeste,208.545
260070,Aliança,PE,Nordeste,272.773
260080,Altinho,PE,Nordeste,450.178
260090,Amaraji,PE,Nordeste,233.239
260100,Angelim,PE,Nordeste,118.72
260105,Araçoiaba,PE,Nordeste,96.36
260110,Araripina,PE,Nordeste,2037.394
260120,Arcoverde,PE,Nordeste,343.923
260130,Barra de Guabiraba,PE,Nordeste,118.639
260140,Barreiros,PE,Nordeste,233.432
260150,Belém de Maria,PE,Nordeste,75.912
260160,Belém do São Francisco,PE,Nordeste,1830.828
260170,Belo Jardim,PE,Nordeste,647.445
260180,Betânia,PE,Nordeste,1256.138
260190,Bezerros,PE,Nordeste,497.156
260200,Bodocó,PE,Nordeste,1621.785
260210,Bom Conselho,PE,Nordeste,790.774
260220,Bom Jardim,PE,Nordeste,226.639
260230,Bonito,PE,Nordeste,392.627
260240,Brejão,PE,Nordeste,159.786
260250,Brejinho,PE,Nordeste,106.066
260260,Brejo da Madre de Deus,PE,Nordeste,761.824
260270,Buenos Aires,PE,Nordeste,93.187
260280,Buíque,PE,Nordeste,1295.821
260290,Cabo de Santo Agostinho,PE,Nordeste,445.386
260300,Cabrobó,PE,Nordeste,1658.617
260310,Cachoeirinha,PE,Nordeste,179.262
260320,Caetés,PE,Nordeste,294.946
260330,Calçado,PE,Nordeste,121.434
260340,Calumbi,PE,Nordeste,179.314
260345,Camaragibe,PE,Nordeste,51.321
260350,Camocim de São Félix,PE,Nordeste,72.01
260360,Camutanga,PE,Nordeste,39.116
260370,Canhotinho,PE,Nordeste,422.831
260380,Capoeiras,PE,Nordeste,337.108
260390,Carnaíba,PE,Nordeste,432.134
260392,Carnaubeira da Penha,PE,Nordeste,1004.248
260400,Carpina,PE,Nordeste,146.494
260410,Caruaru,PE,Nordeste,919.069
260415,Casinhas,PE,Nordeste,116.833
260420,Catende,PE,Nordeste,208.594
260430,Cedro,PE,Nordeste,148.746
260440,Chã de Alegria,PE,Nordeste,49.328
260450,Chã Grande,PE,Nordeste,84.787
260460,Condado,PE,Nordeste,89.645
260470,Correntes,PE,Nordeste,317.793
260480,Cortês,PE,Nordeste,103.416
260490,Cumaru,PE,Nordeste,291.429
260500,Cupira,PE,Nordeste,95.149
260510,Custódia,PE,Nordeste,1382.059
260515,Dormentes,PE,Nordeste,1543.723
260520,Escada,PE,Nordeste,342.156
260530,Exu,PE,Nordeste,1336.786
260540,Feira Nova,PE,Nordeste,107.726
260545,Fernando de Noronha,PE,Nordeste,18.609
260550,Ferreiros,PE,Nordeste,92.516
260560,Flores,PE,Nordeste,995.561
260570,Floresta,PE,Nordeste,3637.243
260580,Frei Miguelinho,PE,Nordeste,213.735
260590,Gameleira,PE,Nordeste,257.781
260600,Garanhuns,PE,Nordeste,458.964
260610,Glória do Goitá,PE,Nordeste,234.486
260620,Goiana,PE,Nordeste,445.406
260630,Granito,PE,Nordeste,521.69
260640,Gravatá,PE,Nordeste,507.36
260650,Iati,PE,Nordeste,635.137
260660,Ibimirim,PE,Nordeste,1929.342
260670,Ibirajuba,PE,Nordeste,189.596
260680,Igarassu,PE,Nordeste,306.879
260690,Iguaracy,PE,Nordeste,836.046
260700,Inajá,PE,Nordeste,1240.961
260710,Ingazeira,PE,Nordeste,243.858
260720,Ipojuca,PE,Nordeste,521.801
260730,Ipubi,PE,Nordeste,693.915
260740,Itacuruba,PE,Nordeste,436.528
260750,Itaíba,PE,Nordeste,1034.044
260760,Ilha de Itamaracá,PE,Nordeste,66.146
260765,Itambé,PE,Nordeste,304.005
260770,Itapetim,PE,Nordeste,411.875
260775,Itapissuma,PE,Nordeste,73.968
260780,Itaquitinga,PE,Nordeste,162.739
260790,Jaboatão dos Guararapes,PE,Nordeste,258.724
260795,Jaqueira,PE,Nordeste,87.208
260800,Jataúba,PE,Nordeste,714.601
260805,Jatobá,PE,Nordeste,277.862
260810,João Alfredo,PE,Nordeste,134.147
260820,Joaquim Nabuco,PE,Nordeste,122.605
260825,Jucati,PE,Nordeste,120.167
260830,Jupi,PE,Nordeste,104.835
260840,Jurema,PE,Nordeste,148.254
260845,Lagoa do Carro,PE,Nordeste,69.244
260850,Lagoa de Itaenga,PE,Nordeste,57.298
260860,Lagoa do Ouro,PE,Nordeste,199.996
260870,Lagoa dos Gatos,PE,Nordeste,224.948
260875,Lagoa Grande,PE,Nordeste,1844.506
260880,Lajedo,PE,Nordeste,189.096
260890,Limoeiro,PE,Nordeste,273.733
260900,Macaparana,PE,Nordeste,108.049
260910,Machados,PE,Nordeste,58.32
260915,Manari,PE,Nordeste,386.57
260920,Maraial,PE,Nordeste,199.865
260930,Mirandiba,PE,Nordeste,821.676
260940,Moreno,PE,Nordeste,194.197
260950,Nazaré da Mata,PE,Nordeste,130.572
260960,Olinda,PE,Nordeste,41.3
260970,Orobó,PE,Nordeste,138.362
260980,Orocó,PE,Nordeste,554.759
260990,Ouricuri,PE,Nordeste,2381.568
261000,Palmares,PE,Nordeste,339.388
261010,Palmeirina,PE,Nordeste,169.012
261020,Panelas,PE,Nordeste,380.428
261030,Paranatama,PE,Nordeste,185.371
261040,Parnamirim,PE,Nordeste,2609.55
261050,Passira,PE,Nordeste,327.21
261060,Paudalho,PE,Nordeste,269.65
261070,Paulista,PE,Nordeste,96.932
261080,Pedra,PE,Nordeste,922.482
261090,Pesqueira,PE,Nordeste,970.438
261100,Petrolândia,PE,Nordeste,1056.589
261110,Petrolina,PE,Nordeste,4558.905
261120,Poção,PE,Nordeste,205.118
261130,Pombos,PE,Nordeste,203.105
261140,Primavera,PE,Nordeste,113.563
261150,Quipapá,PE,Nordeste,230.617
261153,Quixaba,PE,Nordeste,210.705
261160,Recife,PE,Nordeste,218.843
261170,Riacho das Almas,PE,Nordeste,313.613
261180,Ribeirão,PE,Nordeste,289.566
261190,Rio Formoso,PE,Nordeste,227.458
261200,Sairé,PE,Nordeste,190.454
261210,Salgadinho,PE,Nordeste,87.218
261220,Salgueiro,PE,Nordeste,1678.562
261230,Saloá,PE,Nordeste,251.55
261240,Sanharó,PE,Nordeste,268.065
261245,Santa Cruz,PE,Nordeste,1246.181
261247,Santa Cruz da Baixa Verde,PE,Nordeste,114.931
261250,Santa Cruz do Capibaribe,PE,Nordeste,335.309
261255,Santa Filomena,PE,Nordeste,1004.561
261260,Santa Maria da Boa Vista,PE,Nordeste,3000.773
261270,Santa Maria do Cambucá,PE,Nordeste,92.148
261280,Santa Terezinha,PE,Nordeste,200.327
261290,São Benedito do Sul,PE,Nordeste,160.477
261300,São Bento do Una,PE,Nordeste,719.193
261310,São Caitano,PE,Nordeste,382.483
261320,São João,PE,Nordeste,258.443
261330,São Joaquim do Monte,PE,Nordeste,224.624
261340,São José da Coroa Grande,PE,Nordeste,69.184
261350,São José do Belmonte,PE,Nordeste,1474.086
261360,São José do Egito,PE,Nordeste,774.037
261370,São Lourenço da Mata,PE,Nordeste,263.687
261380,São Vicente Férrer,PE,Nordeste,112.472
261390,Serra Talhada,PE,Nordeste,2980.007
261400,Serrita,PE,Nordeste,1535.19
261410,Sertânia,PE,Nordeste,2409.511
261420,Sirinhaém,PE,Nordeste,374.321
261430,Moreilândia,PE,Nordeste,404.288
261440,Solidão,PE,Nordeste,138.6
261450,Surubim,PE,Nordeste,253.296
261460,Tabira,PE,Nordeste,388.458
261470,Tacaimbó,PE,Nordeste,227.6
261480,Tacaratu,PE,Nordeste,1264.532
261485,Tamandaré,PE,Nordeste,213.75
261500,Taquaritinga do Norte,PE,Nordeste,475.183
261510,Terezinha,PE,Nordeste,151.625
261520,Terra Nova,PE,Nordeste,318.709
261530,Timbaúba,PE,Nordeste,287.683
261540,Toritama,PE,Nordeste,25.704
261550,Tracunhaém,PE,Nordeste,137.321
261560,Trindade,PE,Nordeste,295.765
261570,Triunfo,PE,Nordeste,191.518
261580,Tupanatinga,PE,Nordeste,888.467
261590,Tuparetama,PE,Nordeste,188.428
261600,Venturosa,PE,Nordeste,331.552
261610,Verdejante,PE,Nordeste,476.04
261618,Vertente do Lério,PE,Nordeste,73.631
261620,Vertentes,PE,Nordeste,196.324
261630,Vicência,PE,Nordeste,227.906
261640,Vitória de Santo Antão,PE,Nordeste,373.3
261650,Xexéu,PE,Nordeste,110.814
270010,Água Branca,AL,Nordeste,473.845
270020,Anadia,AL,Nordeste,186.074
270030,Arapiraca,AL,Nordeste,346.188
270040,Atalaia,AL,Nordeste,533.259
270050,Barra de Santo Antônio,AL,Nordeste,131.364
270060,Barra de São Miguel,AL,Nordeste,74.332
270070,Batalha,AL,Nordeste,331.752
270080,Belém,AL,Nordeste,66.629
270090,Belo Monte,AL,Nordeste,322.887
270100,Boca da Mata,AL,Nordeste,192.952
270110,Branquinha,AL,Nordeste,168.343
270120,Cacimbinhas,AL,Nordeste,282.011
270130,Cajueiro,AL,Nordeste,107.168
270135,Campestre,AL,Nordeste,65.019
270140,Campo Alegre,AL,Nordeste,312.726
270150,Campo Grande,AL,Nordeste,170.145
270160,Canapi,AL,Nordeste,600.879
270170,Capela,AL,Nordeste,253.168
270180,Carneiros,AL,Nordeste,111.695
270190,Chã Preta,AL,Nordeste,157.831
270200,Coité do Nóia,AL,Nordeste,88.334
270210,Colônia Leopoldina,AL,Nordeste,201.461
270220,Coqueiro Seco,AL,Nordeste,39.608
270230,Coruripe,AL,Nordeste,897.431
270235,Craíbas,AL,Nordeste,277.617
270240,Delmiro Gouveia,AL,Nordeste,628.547
270250,Dois Riachos,AL,Nordeste,142.364
270255,Estrela de Alagoas,AL,Nordeste,260.615
270260,Feira Grande,AL,Nordeste,175.906
270270,Feliz Deserto,AL,Nordeste,110.062
270280,Flexeiras,AL,Nordeste,333.756
270290,Girau do Ponciano,AL,Nordeste,517.85
270300,Ibateguara,AL,Nordeste,265.313
270310,Igaci,AL,Nordeste,334.342
270320,Igreja Nova,AL,Nordeste,428.023
270330,Inhapi,AL,Nordeste,372.019
270340,Jacaré dos Homens,AL,Nordeste,149.332
270350,Jacuípe,AL,Nordeste,209.65
270360,Japaratinga,AL,Nordeste,85.699
270370,Jaramataia,AL,Nordeste,105.416
270375,Jequiá da Praia,AL,Nordeste,334.619
270380,Joaquim Gomes,AL,Nordeste,300.865
270390,Jundiá,AL,Nordeste,88.772
270400,Junqueiro,AL,Nordeste,246.961
270410,Lagoa da Canoa,AL,Nordeste,83.621
270420,Limoeiro de Anadia,AL,Nordeste,309.171
270430,Maceió,AL,Nordeste,509.295
270440,Major Isidoro,AL,Nordeste,437.602
270450,Maragogi,AL,Nordeste,333.952
270460,Maravilha,AL,Nordeste,334.052
270470,Marechal Deodoro,AL,Nordeste,340.987
270480,Maribondo,AL,Nordeste,180.107
270490,Mar Vermelho,AL,Nordeste,91.741
270500,Mata Grande,AL,Nordeste,909.535
270510,Matriz de Camaragibe,AL,Nordeste,238.112
270520,Messias,AL,Nordeste,114.156
270530,Minador do Negrão,AL,Nordeste,167.461
270540,Monteirópolis,AL,Nordeste,86.605
270550,Murici,AL,Nordeste,418.028
270560,Novo Lino,AL,Nordeste,219.327
270570,Olho d'Água das Flores,AL,Nordeste,188.398
270580,Olho d'Água do Casado,AL,Nordeste,327.679
270590,Olho d'Água Grande,AL,Nordeste,115.509
270600,Olivença,AL,Nordeste,174.188
270610,Ouro Branco,AL,Nordeste,196.349
270620,Palestina,AL,Nordeste,38.189
270630,Palmeira dos Índios,AL,Nordeste,450.99
270640,Pão de Açúcar,AL,Nordeste,688.87
270642,Pariconha,AL,Nordeste,254.718
270644,Paripueira,AL,Nordeste,92.813
270650,Passo de Camaragibe,AL,Nordeste,251.169
270660,Paulo Jacinto,AL,Nordeste,118.457
270670,Penedo,AL,Nordeste,688.713
270680,Piaçabuçu,AL,Nordeste,243.686
270690,Pilar,AL,Nordeste,259.646
270700,Pindoba,AL,Nordeste,117.576
270710,Piranhas,AL,Nordeste,403.994
270720,Poço das Trincheiras,AL,Nordeste,284.526
270730,Porto Calvo,AL,Nordeste,313.68
270740,Porto de Pedras,AL,Nordeste,256.526
270750,Porto Real do Colégio,AL,Nordeste,237.017
270760,Quebrangulo,AL,Nordeste,319.829
270770,Rio Largo,AL,Nordeste,293.832
270780,Roteiro,AL,Nordeste,128.869
270790,Santa Luzia do Norte,AL,Nordeste,28.857
270800,Santana do Ipanema,AL,Nordeste,436.087
270810,Santana do Mundaú,AL,Nordeste,232.17
270820,São Brás,AL,Nordeste,138.969
270830,São José da Laje,AL,Nordeste,256.603
270840,São José da Tapera,AL,Nordeste,490.88
270850,São Luís do Quitunde,AL,Nordeste,397.257
270860,São Miguel dos Campos,AL,Nordeste,335.679
270870,São Miguel dos Milagres,AL,Nordeste,76.852
270880,São Sebastião,AL,Nordeste,312.746
270890,Satuba,AL,Nordeste,41.268
270895,Senador Rui Palmeira,AL,Nordeste,338.569
270900,Tanque d'Arca,AL,Nordeste,124.616
270910,Taquarana,AL,Nordeste,153.833
270915,Teotônio Vilela,AL,Nordeste,299.237
270920,Traipu,AL,Nordeste,680.0
270930,União dos Palmares,AL,Nordeste,420.081
270940,Viçosa,AL,Nordeste,365.154
280010,Amparo do São Francisco,SE,Nordeste,35.683
280020,Aquidabã,SE,Nordeste,359.543
280030,Aracaju,SE,Nordeste,182.163
280040,Arauá,SE,Nordeste,198.967
280050,Areia Branca,SE,Nordeste,148.135
280060,Barra dos Coqueiros,SE,Nordeste,92.268
280067,Boquim,SE,Nordeste,205.443
280070,Brejo Grande,SE,Nordeste,141.464
280100,Campo do Brito,SE,Nordeste,201.518
280110,Canhoba,SE,Nordeste,171.581
280120,Canindé de São Francisco,SE,Nordeste,1080.009
280130,Capela,SE,Nordeste,442.21
280140,Carira,SE,Nordeste,638.875
280150,Carmópolis,SE,Nordeste,46.395
280160,Cedro de São João,SE,Nordeste,83.71
280170,Cristinápolis,SE,Nordeste,228.556
280190,Cumbe,SE,Nordeste,121.959
280200,Divina Pastora,SE,Nordeste,90.508
280210,Estância,SE,Nordeste,647.344
280220,Feira Nova,SE,Nordeste,194.187
280230,Frei Paulo,SE,Nordeste,399.178
280240,Gararu,SE,Nordeste,661.622
280250,General Maynard,SE,Nordeste,19.793
280260,Graccho Cardoso,SE,Nordeste,240.756
280270,Ilha das Flores,SE,Nordeste,52.693
280280,Indiaroba,SE,Nordeste,316.316
280290,Itabaiana,SE,Nordeste,337.348
280300,Itabaianinha,SE,Nordeste,501.794
280310,Itabi,SE,Nordeste,183.422
280320,Itaporanga d'Ajuda,SE,Nordeste,739.702
280330,Japaratuba,SE,Nordeste,365.677
280340,Japoatã,SE,Nordeste,402.353
280350,Lagarto,SE,Nordeste,968.921
280360,Laranjeiras,SE,Nordeste,162.274
280370,Macambira,SE,Nordeste,137.496
280380,Malhada dos Bois,SE,Nordeste,63.199
280390,Malhador,SE,Nordeste,101.888
280400,Maruim,SE,Nordeste,95.554
280410,Moita Bonita,SE,Nordeste,95.397
280420,Monte Alegre de Sergipe,SE,Nordeste,387.352
280430,Muribeca,SE,Nordeste,74.31
280440,Neópolis,SE,Nordeste,271.323
280445,Nossa Senhora Aparecida,SE,Nordeste,340.855
280450,Nossa Senhora da Glória,SE,Nordeste,754.959
280460,Nossa Senhora das Dores,SE,Nordeste,482.785
280470,Nossa Senhora de Lourdes,SE,Nordeste,83.767
280480,Nossa Senhora do Socorro,SE,Nordeste,155.018
280490,Pacatuba,SE,Nordeste,381.428
280500,Pedra Mole,SE,Nordeste,82.184
280510,Pedrinhas,SE,Nordeste,33.344
280520,Pinhão,SE,Nordeste,156.4
280530,Pirambu,SE,Nordeste,208.681
280540,Poço Redondo,SE,Nordeste,1074.584
280550,Poço Verde,SE,Nordeste,441.326
280560,Porto da Folha,SE,Nordeste,878.044
280570,Propriá,SE,Nordeste,96.32
280580,Riachão do Dantas,SE,Nordeste,530.606
280590,Riachuelo,SE,Nordeste,78.308
280600,Ribeirópolis,SE,Nordeste,259.057
280610,Rosário do Catete,SE,Nordeste,102.683
